EnsemblGeneID	ExonLengthBp
ENSG00000109265	5939
ENSG00000109270	4226
ENSG00000109320	6257
ENSG00000109323	8422
ENSG00000109332	10069
ENSG00000109339	9816
ENSG00000109381	8560
ENSG00000109390	1941
ENSG00000109436	5603
ENSG00000109445	2536
ENSG00000109452	14153
ENSG00000109458	10119
ENSG00000109466	3872
ENSG00000109472	2958
ENSG00000109475	3393
ENSG00000109501	4513
ENSG00000109519	4177
ENSG00000109534	2043
ENSG00000109536	1707
ENSG00000109572	8105
ENSG00000109576	2981
ENSG00000109586	6865
ENSG00000109606	8162
ENSG00000109610	2128
ENSG00000109618	6381
ENSG00000109654	9333
ENSG00000109667	6614
ENSG00000109670	10288
ENSG00000109680	3434
ENSG00000109685	19776
ENSG00000109686	7789
ENSG00000109689	6909
ENSG00000109736	3159
ENSG00000109738	3459
ENSG00000109743	2980
ENSG00000109756	12005
ENSG00000109762	4567
ENSG00000109771	7361
ENSG00000109775	2781
ENSG00000109787	6297
ENSG00000109790	5144
ENSG00000109794	5218
ENSG00000109805	4921
ENSG00000109814	4045
ENSG00000109819	10511
ENSG00000109846	3034
ENSG00000109854	2797
ENSG00000109861	11421
ENSG00000109881	3733
ENSG00000109906	6372
ENSG00000109911	2219
ENSG00000109917	3148
ENSG00000109919	2897
ENSG00000109920	7593
ENSG00000109927	7696
ENSG00000109929	5566
ENSG00000109943	2675
ENSG00000109944	4525
ENSG00000109956	11425
ENSG00000109971	4849
ENSG00000109991	2614
ENSG00000110002	6403
ENSG00000110011	2807
ENSG00000110013	7911
ENSG00000110025	4915
ENSG00000110031	2467
ENSG00000110042	6072
ENSG00000110046	7883
ENSG00000110047	7088
ENSG00000110048	5492
ENSG00000110057	3438
ENSG00000110060	2009
ENSG00000110063	3352
ENSG00000110066	8632
ENSG00000110074	5657
ENSG00000110075	8333
ENSG00000110076	10580
ENSG00000110077	6197
ENSG00000110079	2508
ENSG00000110080	4462
ENSG00000110090	6565
ENSG00000110092	4830
ENSG00000110104	2044
ENSG00000110107	2739
ENSG00000110108	2421
ENSG00000110169	3631
ENSG00000110171	6710
ENSG00000110172	10655
ENSG00000110195	1577
ENSG00000110200	2883
ENSG00000110218	2769
ENSG00000110237	9539
ENSG00000110274	11851
ENSG00000110315	7820
ENSG00000110318	8191
ENSG00000110321	8655
ENSG00000110324	6546
ENSG00000110328	3627
ENSG00000110330	4517
ENSG00000110344	6576
ENSG00000110367	9885
ENSG00000110395	11465
ENSG00000110400	7701
ENSG00000110422	7958
ENSG00000110427	12318
ENSG00000110429	12446
ENSG00000110435	3760
ENSG00000110436	12331
ENSG00000110442	2839
ENSG00000110446	6118
ENSG00000110448	3221
ENSG00000110455	5826
ENSG00000110492	2170
ENSG00000110497	7673
ENSG00000110514	8353
ENSG00000110536	2740
ENSG00000110583	5321
ENSG00000110619	10037
ENSG00000110628	5316
ENSG00000110651	7394
ENSG00000110660	3717
ENSG00000110665	4199
ENSG00000110675	5856
ENSG00000110680	2128
ENSG00000110693	19632
ENSG00000110696	8675
ENSG00000110697	6449
ENSG00000110700	2186
ENSG00000110711	1640
ENSG00000110713	9913
ENSG00000110717	4523
ENSG00000110719	4384
ENSG00000110721	3877
ENSG00000110723	10843
ENSG00000110756	6425
ENSG00000110768	6939
ENSG00000110777	7416
ENSG00000110786	5497
ENSG00000110799	9925
ENSG00000110801	8778
ENSG00000110811	4606
ENSG00000110841	10330
ENSG00000110844	9444
ENSG00000110848	2832
ENSG00000110851	4777
ENSG00000110852	2638
ENSG00000110871	2523
ENSG00000110876	2843
ENSG00000110880	6532
ENSG00000110881	5745
ENSG00000110888	8360
ENSG00000110900	7113
ENSG00000110906	9865
ENSG00000110911	9823
ENSG00000110917	6723
ENSG00000110921	5618
ENSG00000110925	5228
ENSG00000110931	6928
ENSG00000110934	3976
ENSG00000110944	1041
ENSG00000110955	2268
ENSG00000110958	3315
ENSG00000110987	6563
ENSG00000111011	7556
ENSG00000111012	3440
ENSG00000111052	6795
ENSG00000111057	3218
ENSG00000111058	6121
ENSG00000111077	8093
ENSG00000111087	4204
ENSG00000111110	7063
ENSG00000111142	4491
ENSG00000111144	7350
ENSG00000111145	4648
ENSG00000111181	5683
ENSG00000111186	4305
ENSG00000111196	3033
ENSG00000111199	3765
ENSG00000111203	6250
ENSG00000111206	4784
ENSG00000111215	4697
ENSG00000111224	6194
ENSG00000111229	3025
ENSG00000111231	2595
ENSG00000111237	3211
ENSG00000111245	1362
ENSG00000111247	2572
ENSG00000111252	5682
ENSG00000111254	3668
ENSG00000111261	2807
ENSG00000111266	4039
ENSG00000111269	3922
ENSG00000111271	8926
ENSG00000111275	2169
ENSG00000111276	2811
ENSG00000111300	10121
ENSG00000111319	5876
ENSG00000111321	6276
ENSG00000111325	4608
ENSG00000111328	3107
ENSG00000111331	8251
ENSG00000111335	6264
ENSG00000111339	5214
ENSG00000111341	2639
ENSG00000111348	2102
ENSG00000111358	3907
ENSG00000111361	3627
ENSG00000111364	5714
ENSG00000111371	10013
ENSG00000111404	1549
ENSG00000111405	2679
ENSG00000111412	3061
ENSG00000111424	5674
ENSG00000111432	3282
ENSG00000111445	3248
ENSG00000111450	3723
ENSG00000111452	14720
ENSG00000111481	3901
ENSG00000111490	9032
ENSG00000111530	13655
ENSG00000111540	4611
ENSG00000111554	6549
ENSG00000111581	5516
ENSG00000111596	13186
ENSG00000111602	5072
ENSG00000111605	7190
ENSG00000111615	4706
ENSG00000111639	1453
ENSG00000111640	2975
ENSG00000111641	4687
ENSG00000111642	7474
ENSG00000111644	2843
ENSG00000111647	6616
ENSG00000111652	3113
ENSG00000111653	2736
ENSG00000111664	3437
ENSG00000111665	5653
ENSG00000111666	6004
ENSG00000111667	3738
ENSG00000111669	2700
ENSG00000111670	9620
ENSG00000111671	2452
ENSG00000111674	4281
ENSG00000111676	4762
ENSG00000111678	1806
ENSG00000111679	5009
ENSG00000111684	4724
ENSG00000111696	8722
ENSG00000111707	5758
ENSG00000111711	3789
ENSG00000111713	3132
ENSG00000111716	2983
ENSG00000111725	6246
ENSG00000111726	2018
ENSG00000111727	5110
ENSG00000111728	14483
ENSG00000111729	1281
ENSG00000111731	6770
ENSG00000111737	4022
ENSG00000111752	6090
ENSG00000111775	1344
ENSG00000111783	6783
ENSG00000111785	7791
ENSG00000111786	3744
ENSG00000111788	4137
ENSG00000111790	5971
ENSG00000111796	1448
ENSG00000111799	12476
ENSG00000111801	5658
ENSG00000111802	3082
ENSG00000111816	13318
ENSG00000111817	11498
ENSG00000111832	5909
ENSG00000111834	2840
ENSG00000111837	4378
ENSG00000111843	1321
ENSG00000111845	1800
ENSG00000111846	9052
ENSG00000111850	2923
ENSG00000111859	10359
ENSG00000111860	9462
ENSG00000111863	4150
ENSG00000111875	2517
ENSG00000111877	12496
ENSG00000111879	7766
ENSG00000111880	4826
ENSG00000111885	5514
ENSG00000111886	2230
ENSG00000111897	3137
ENSG00000111906	5946
ENSG00000111907	7595
ENSG00000111911	3311
ENSG00000111912	6737
ENSG00000111913	7697
ENSG00000111961	8598
ENSG00000111962	4563
ENSG00000111981	3142
ENSG00000112029	3823
ENSG00000112031	4273
ENSG00000112033	4458
ENSG00000112039	2554
ENSG00000112053	6036
ENSG00000112062	6826
ENSG00000112077	1912
ENSG00000112078	6239
ENSG00000112079	3576
ENSG00000112081	5283
ENSG00000112096	18985
ENSG00000112110	1375
ENSG00000112118	3650
ENSG00000112130	6575
ENSG00000112137	8489
ENSG00000112139	12385
ENSG00000112144	6259
ENSG00000112146	8164
ENSG00000112149	2471
ENSG00000112159	18602
ENSG00000112164	3105
ENSG00000112167	2925
ENSG00000112175	3952
ENSG00000112182	9786
ENSG00000112183	3444
ENSG00000112186	3637
ENSG00000112195	3302
ENSG00000112200	16416
ENSG00000112208	6870
ENSG00000112210	3075
ENSG00000112214	2135
ENSG00000112218	6084
ENSG00000112234	8076
ENSG00000112237	5765
ENSG00000112242	4774
ENSG00000112245	5796
ENSG00000112249	11731
ENSG00000112276	5808
ENSG00000112280	7083
ENSG00000112282	7448
ENSG00000112290	3260
ENSG00000112293	4919
ENSG00000112294	5525
ENSG00000112297	8009
ENSG00000112299	3106
ENSG00000112303	2633
ENSG00000112304	4394
ENSG00000112305	4343
ENSG00000112306	767
ENSG00000112308	4134
ENSG00000112309	6565
ENSG00000112312	2476
ENSG00000112319	8968
ENSG00000112320	5774
ENSG00000112335	1842
ENSG00000112339	11099
ENSG00000112343	5345
ENSG00000112357	1832
ENSG00000112365	5519
ENSG00000112367	3608
ENSG00000112378	4290
ENSG00000112379	14877
ENSG00000112394	11159
ENSG00000112406	5614
ENSG00000112414	8473
ENSG00000112419	11224
ENSG00000112425	4820
ENSG00000112473	2845
ENSG00000112511	3596
ENSG00000112514	1876
ENSG00000112530	2573
ENSG00000112531	17368
ENSG00000112541	10384
ENSG00000112559	2523
ENSG00000112561	5648
ENSG00000112562	4032
ENSG00000112576	5300
ENSG00000112578	2248
ENSG00000112584	6029
ENSG00000112592	2038
ENSG00000112599	1113
ENSG00000112619	2974
ENSG00000112624	6688
ENSG00000112640	3314
ENSG00000112651	2539
ENSG00000112655	9024
ENSG00000112658	4262
ENSG00000112659	12251
ENSG00000112667	1250
ENSG00000112679	5686
ENSG00000112685	4989
ENSG00000112695	1922
ENSG00000112697	5123
ENSG00000112699	4304
ENSG00000112701	11417
ENSG00000112715	14431
ENSG00000112739	8016
ENSG00000112742	4579
ENSG00000112759	3433
ENSG00000112763	3753
ENSG00000112769	11575
ENSG00000112773	6053
ENSG00000112782	5961
ENSG00000112787	9309
ENSG00000112796	4264
ENSG00000112799	1254
ENSG00000112837	8469
ENSG00000112851	10216
ENSG00000112852	2736
ENSG00000112855	3422
ENSG00000112874	4304
ENSG00000112877	3658
ENSG00000112893	11815
ENSG00000112902	12097
ENSG00000112936	5223
ENSG00000112941	5187
ENSG00000112964	5871
ENSG00000112972	4702
ENSG00000112977	3361
ENSG00000112981	2387
ENSG00000112983	7046
ENSG00000112984	3958
ENSG00000112992	8245
ENSG00000112996	6202
ENSG00000113013	4751
ENSG00000113048	6511
ENSG00000113068	2156
ENSG00000113070	3018
ENSG00000113073	3635
ENSG00000113083	5468
ENSG00000113088	1570
ENSG00000113108	4784
ENSG00000113119	3502
ENSG00000113140	4831
ENSG00000113141	4096
ENSG00000113161	6215
ENSG00000113163	8697
ENSG00000113194	5954
ENSG00000113196	1738
ENSG00000113205	3173
ENSG00000113209	2904
ENSG00000113211	3186
ENSG00000113212	3715
ENSG00000113231	6944
ENSG00000113240	7924
ENSG00000113248	2653
ENSG00000113263	8604
ENSG00000113269	12822
ENSG00000113272	3220
ENSG00000113273	7189
ENSG00000113282	6368
ENSG00000113296	4605
ENSG00000113300	6586
ENSG00000113303	3924
ENSG00000113312	1938
ENSG00000113318	4709
ENSG00000113319	10702
ENSG00000113328	3096
ENSG00000113356	4019
ENSG00000113360	7780
ENSG00000113361	12379
ENSG00000113368	3635
ENSG00000113369	4934
ENSG00000113384	2785
ENSG00000113387	9324
ENSG00000113389	9855
ENSG00000113391	5071
ENSG00000113396	3493
ENSG00000113407	5718
ENSG00000113430	2801
ENSG00000113441	15266
ENSG00000113448	15882
ENSG00000113456	6763
ENSG00000113460	5011
ENSG00000113494	13208
ENSG00000113504	6001
ENSG00000113522	8091
ENSG00000113532	7794
ENSG00000113552	3961
ENSG00000113555	6818
ENSG00000113558	12764
ENSG00000113569	9233
ENSG00000113575	5661
ENSG00000113578	5051
ENSG00000113580	9172
ENSG00000113583	2414
ENSG00000113593	3777
ENSG00000113594	11864
ENSG00000113595	4807
ENSG00000113597	7049
ENSG00000113615	7201
ENSG00000113621	5265
ENSG00000113638	2612
ENSG00000113643	3421
ENSG00000113645	8086
ENSG00000113648	17730
ENSG00000113649	8714
ENSG00000113657	7164
ENSG00000113658	8778
ENSG00000113712	7606
ENSG00000113716	5934
ENSG00000113719	14139
ENSG00000113721	7137
ENSG00000113732	1623
ENSG00000113734	2440
ENSG00000113739	6128
ENSG00000113742	10272
ENSG00000113749	4055
ENSG00000113758	5119
ENSG00000113761	4686
ENSG00000113790	4700
ENSG00000113805	5109
ENSG00000113810	8457
ENSG00000113811	2165
ENSG00000113812	4066
ENSG00000113838	3405
ENSG00000113845	2730
ENSG00000113851	7163
ENSG00000113889	3740
ENSG00000113916	5938
ENSG00000113924	2983
ENSG00000113966	2261
ENSG00000113971	13270
ENSG00000114013	3430
ENSG00000114019	5984
ENSG00000114021	4495
ENSG00000114023	3793
ENSG00000114026	8733
ENSG00000114030	8451
ENSG00000114054	7532
ENSG00000114062	5812
ENSG00000114098	9829
ENSG00000114107	4421
ENSG00000114115	3905
ENSG00000114120	9229
ENSG00000114125	3147
ENSG00000114126	11895
ENSG00000114127	11982
ENSG00000114166	5634
ENSG00000114200	3082
ENSG00000114204	2835
ENSG00000114209	3275
ENSG00000114251	6660
ENSG00000114268	6153
ENSG00000114270	11071
ENSG00000114279	7355
ENSG00000114302	6644
ENSG00000114315	2062
ENSG00000114316	6659
ENSG00000114331	11088
ENSG00000114346	5499
ENSG00000114353	7650
ENSG00000114354	4923
ENSG00000114374	11237
ENSG00000114378	3132
ENSG00000114383	2406
ENSG00000114388	3677
ENSG00000114391	2682
ENSG00000114395	2076
ENSG00000114405	4430
ENSG00000114416	12054
ENSG00000114423	12148
ENSG00000114439	11877
ENSG00000114446	3766
ENSG00000114450	3922
ENSG00000114473	7474
ENSG00000114480	5171
ENSG00000114491	3499
ENSG00000114503	5114
ENSG00000114520	2702
ENSG00000114529	6021
ENSG00000114541	10016
ENSG00000114544	6592
ENSG00000114547	4048
ENSG00000114554	10944
ENSG00000114573	5130
ENSG00000114626	6154
ENSG00000114631	2186
ENSG00000114646	4366
ENSG00000114648	7065
ENSG00000114650	6282
ENSG00000114654	2945
ENSG00000114656	7811
ENSG00000114670	5340
ENSG00000114686	2715
ENSG00000114698	4227
ENSG00000114735	8192
ENSG00000114737	5112
ENSG00000114738	3913
ENSG00000114739	15744
ENSG00000114742	7481
ENSG00000114744	4901
ENSG00000114745	6256
ENSG00000114757	10159
ENSG00000114767	1578
ENSG00000114770	11441
ENSG00000114779	3161
ENSG00000114784	1912
ENSG00000114790	5489
ENSG00000114796	8650
ENSG00000114805	7173
ENSG00000114812	7378
ENSG00000114841	13872
ENSG00000114850	4627
ENSG00000114853	5507
ENSG00000114854	1168
ENSG00000114857	17350
ENSG00000114859	4290
ENSG00000114861	13359
ENSG00000114867	8257
ENSG00000114902	2344
ENSG00000114904	4056
ENSG00000114923	5091
ENSG00000114933	14373
ENSG00000114942	1915
ENSG00000114948	6418
ENSG00000114956	1455
ENSG00000114978	6454
ENSG00000114982	9015
ENSG00000114988	2709
ENSG00000114993	5005
ENSG00000114999	15732
ENSG00000115020	10832
ENSG00000115041	7864
ENSG00000115042	5665
ENSG00000115053	6929
ENSG00000115073	2887
ENSG00000115084	7445
ENSG00000115085	5111
ENSG00000115091	12049
ENSG00000115107	4713
ENSG00000115109	9281
ENSG00000115112	9372
ENSG00000115128	1197
ENSG00000115129	2312
ENSG00000115137	5624
ENSG00000115138	1538
ENSG00000115145	7005
ENSG00000115159	7155
ENSG00000115163	1983
ENSG00000115165	3428
ENSG00000115170	3988
ENSG00000115183	14921
ENSG00000115194	5978
ENSG00000115204	4653
ENSG00000115207	5704
ENSG00000115211	5341
ENSG00000115216	5329
ENSG00000115221	6348
ENSG00000115226	1982
ENSG00000115232	7901
ENSG00000115233	7698
ENSG00000115234	3350
ENSG00000115239	6505
ENSG00000115241	4092
ENSG00000115252	6274
ENSG00000115255	2030
ENSG00000115257	3692
ENSG00000115266	12611
ENSG00000115267	4528
ENSG00000115268	2226
ENSG00000115271	3664
ENSG00000115274	2466
ENSG00000115275	3411
ENSG00000115282	5094
ENSG00000115286	7522
ENSG00000115289	2629
ENSG00000115290	2969
ENSG00000115295	7775
ENSG00000115306	16722
ENSG00000115307	2634
ENSG00000115310	6642
ENSG00000115317	2998
ENSG00000115318	4363
ENSG00000115325	3049
ENSG00000115339	4686
ENSG00000115350	2151
ENSG00000115353	5308
ENSG00000115355	14537
ENSG00000115361	4383
ENSG00000115363	2744
ENSG00000115364	4601
ENSG00000115365	5254
ENSG00000115368	5066
ENSG00000115380	4244
ENSG00000115392	2418
ENSG00000115414	17315
ENSG00000115415	6053
ENSG00000115419	9827
ENSG00000115421	8501
ENSG00000115423	13514
ENSG00000115425	3182
ENSG00000115446	2230
ENSG00000115457	4767
ENSG00000115459	7258
ENSG00000115461	6442
ENSG00000115464	18125
ENSG00000115468	3052
ENSG00000115484	2830
ENSG00000115486	9098
ENSG00000115504	8219
ENSG00000115514	2816
ENSG00000115520	2722
ENSG00000115523	3051
ENSG00000115524	9164
ENSG00000115525	5701
ENSG00000115526	4482
ENSG00000115539	1831
ENSG00000115540	4296
ENSG00000115541	1977
ENSG00000115548	13423
ENSG00000115556	5867
ENSG00000115561	7393
ENSG00000115568	6982
ENSG00000115590	3073
ENSG00000115592	3334
ENSG00000115593	4600
ENSG00000115594	7083
ENSG00000115596	1703
ENSG00000115598	2644
ENSG00000115602	5746
ENSG00000115604	4336
ENSG00000115607	2966
ENSG00000115616	5984
ENSG00000115641	6626
ENSG00000115648	7514
ENSG00000115649	2760
ENSG00000115652	7145
ENSG00000115657	5205
ENSG00000115661	4368
ENSG00000115665	5168
ENSG00000115677	12182
ENSG00000115685	3781
ENSG00000115687	10686
ENSG00000115694	7581
ENSG00000115705	6841
ENSG00000115738	2205
ENSG00000115750	4064
ENSG00000115756	5675
ENSG00000115758	2968
ENSG00000115760	17723
ENSG00000115761	3812
ENSG00000115762	6685
ENSG00000115806	5340
ENSG00000115808	8345
ENSG00000115816	3629
ENSG00000115825	10244
ENSG00000115827	7655
ENSG00000115828	2599
ENSG00000115839	6675
ENSG00000115840	5169
ENSG00000115841	5999
ENSG00000115866	4014
ENSG00000115875	4045
ENSG00000115884	3595
ENSG00000115896	7925
ENSG00000115902	6939
ENSG00000115904	9350
ENSG00000115919	3070
ENSG00000115935	9121
ENSG00000115942	5835
ENSG00000115944	5605
ENSG00000115946	2674
ENSG00000115947	9018
ENSG00000115956	3314
ENSG00000115963	3594
ENSG00000115966	5751
ENSG00000115970	14331
ENSG00000115977	14926
ENSG00000115993	7595
ENSG00000115998	3630
ENSG00000116001	6607
ENSG00000116005	5886
ENSG00000116016	7296
ENSG00000116017	7504
ENSG00000116030	2164
ENSG00000116039	2653
ENSG00000116044	5907
ENSG00000116062	10805
ENSG00000116095	14193
ENSG00000116096	1480
ENSG00000116106	7554
ENSG00000116117	10382
ENSG00000116120	3429
ENSG00000116127	14066
ENSG00000116128	6420
ENSG00000116132	8246
ENSG00000116133	4441
ENSG00000116138	8563
ENSG00000116141	5371
ENSG00000116151	8403
ENSG00000116157	1691
ENSG00000116161	4510
ENSG00000116171	8305
ENSG00000116183	10924
ENSG00000116191	7422
ENSG00000116194	3403
ENSG00000116198	7876
ENSG00000116199	6039
ENSG00000116205	5826
ENSG00000116209	4156
ENSG00000116212	2411
ENSG00000116213	7604
ENSG00000116221	2544
ENSG00000116237	4910
ENSG00000116251	4900
ENSG00000116254	9890
ENSG00000116260	9311
ENSG00000116266	5895
ENSG00000116273	3681
ENSG00000116285	4186
ENSG00000116288	2397
ENSG00000116299	9298
ENSG00000116337	6828
ENSG00000116350	3211
ENSG00000116353	3922
ENSG00000116396	9343
ENSG00000116406	7804
ENSG00000116455	2805
ENSG00000116459	3383
ENSG00000116473	5733
ENSG00000116478	4009
ENSG00000116489	4130
ENSG00000116497	9190
ENSG00000116514	2610
ENSG00000116521	2442
ENSG00000116525	3646
ENSG00000116539	13296
ENSG00000116544	3977
ENSG00000116560	7426
ENSG00000116574	4372
ENSG00000116580	11912
ENSG00000116584	9213
ENSG00000116586	1438
ENSG00000116604	6400
ENSG00000116641	10873
ENSG00000116649	1898
ENSG00000116661	2333
ENSG00000116663	1811
ENSG00000116667	10971
ENSG00000116668	4054
ENSG00000116670	3324
ENSG00000116675	6907
ENSG00000116678	11457
ENSG00000116679	7929
ENSG00000116685	3281
ENSG00000116688	4973
ENSG00000116690	5050
ENSG00000116691	2821
ENSG00000116698	8317
ENSG00000116701	2928
ENSG00000116704	7154
ENSG00000116711	2875
ENSG00000116717	2069
ENSG00000116729	4513
ENSG00000116731	10923
ENSG00000116741	2086
ENSG00000116747	9102
ENSG00000116750	7108
ENSG00000116752	1299
ENSG00000116754	8477
ENSG00000116761	2414
ENSG00000116771	2500
ENSG00000116774	2265
ENSG00000116783	5075
ENSG00000116786	4122
ENSG00000116791	4081
ENSG00000116793	7170
ENSG00000116809	4240
ENSG00000116815	1783
ENSG00000116819	2189
ENSG00000116824	1679
ENSG00000116830	10181
ENSG00000116833	7795
ENSG00000116852	12148
ENSG00000116857	3915
ENSG00000116863	1668
ENSG00000116871	5271
ENSG00000116874	3847
ENSG00000116883	1838
ENSG00000116885	2822
ENSG00000116898	2916
ENSG00000116903	5119
ENSG00000116906	3173
ENSG00000116918	6241
ENSG00000116922	4423
ENSG00000116954	5167
ENSG00000116957	2568
ENSG00000116962	5864
ENSG00000116977	9710
ENSG00000116981	1107
ENSG00000116983	4856
ENSG00000116984	11402
ENSG00000116985	5143
ENSG00000116990	5065
ENSG00000116991	7641
ENSG00000117000	6246
ENSG00000117009	5946
ENSG00000117010	3039
ENSG00000117013	4183
ENSG00000117016	7235
ENSG00000117020	7499
ENSG00000117036	6707
ENSG00000117054	4779
ENSG00000117069	4263
ENSG00000117090	4219
ENSG00000117091	2494
ENSG00000117114	7754
ENSG00000117115	6002
ENSG00000117118	2462
ENSG00000117122	2915
ENSG00000117133	1728
ENSG00000117139	9185
ENSG00000117143	3405
ENSG00000117151	6939
ENSG00000117152	4836
ENSG00000117153	3552
ENSG00000117154	3085
ENSG00000117155	8651
ENSG00000117174	6197
ENSG00000117222	4404
ENSG00000117226	4297
ENSG00000117228	4992
ENSG00000117242	4443
ENSG00000117245	4470
ENSG00000117262	5587
ENSG00000117266	7580
ENSG00000117280	3882
ENSG00000117289	3626
ENSG00000117298	7265
ENSG00000117305	5658
ENSG00000117308	3955
ENSG00000117318	1797
ENSG00000117335	8708
ENSG00000117360	5373
ENSG00000117362	3468
ENSG00000117385	6766
ENSG00000117394	4208
ENSG00000117395	3561
ENSG00000117399	2038
ENSG00000117400	2128
ENSG00000117407	2658
ENSG00000117408	5083
ENSG00000117410	3535
ENSG00000117411	3778
ENSG00000117419	2644
ENSG00000117425	5149
ENSG00000117448	3121
ENSG00000117450	1522
ENSG00000117461	7676
ENSG00000117472	2366
ENSG00000117475	3820
ENSG00000117477	2629
ENSG00000117479	3671
ENSG00000117480	2776
ENSG00000117481	8468
ENSG00000117500	9423
ENSG00000117505	10949
ENSG00000117519	2829
ENSG00000117523	14192
ENSG00000117525	2875
ENSG00000117528	7669
ENSG00000117533	5159
ENSG00000117543	2970
ENSG00000117569	13174
ENSG00000117586	3942
ENSG00000117592	2367
ENSG00000117593	3689
ENSG00000117594	1526
ENSG00000117595	4792
ENSG00000117597	10376
ENSG00000117600	5540
ENSG00000117601	1763
ENSG00000117602	6964
ENSG00000117614	3370
ENSG00000117616	6804
ENSG00000117620	6241
ENSG00000117625	9092
ENSG00000117632	6261
ENSG00000117640	5816
ENSG00000117643	9014
ENSG00000117650	3027
ENSG00000117676	5884
ENSG00000117682	5596
ENSG00000117691	1290
ENSG00000117697	4091
ENSG00000117707	8699
ENSG00000117713	9246
ENSG00000117724	11663
ENSG00000117748	2019
ENSG00000117751	2819
ENSG00000117758	3846
ENSG00000117791	2590
ENSG00000117834	4535
ENSG00000117859	9798
ENSG00000117862	3630
ENSG00000117868	7094
ENSG00000117877	3661
ENSG00000117899	6466
ENSG00000117906	5887
ENSG00000117984	2999
ENSG00000118004	2588
ENSG00000118007	7819
ENSG00000118046	8504
ENSG00000118058	21953
ENSG00000118094	3181
ENSG00000118096	3814
ENSG00000118137	1424
ENSG00000118156	4655
ENSG00000118160	5546
ENSG00000118162	2124
ENSG00000118181	1477
ENSG00000118193	7274
ENSG00000118194	7281
ENSG00000118197	4470
ENSG00000118200	7777
ENSG00000118217	7890
ENSG00000118242	1742
ENSG00000118246	6079
ENSG00000118257	11380
ENSG00000118260	9888
ENSG00000118263	9262
ENSG00000118276	5306
ENSG00000118292	1351
ENSG00000118298	3838
ENSG00000118307	2952
ENSG00000118308	5159
ENSG00000118363	2979
ENSG00000118369	5233
ENSG00000118402	3042
ENSG00000118407	8906
ENSG00000118412	9544
ENSG00000118418	872
ENSG00000118420	6394
ENSG00000118432	9770
ENSG00000118454	4595
ENSG00000118473	10493
ENSG00000118482	10378
ENSG00000118495	6178
ENSG00000118496	9009
ENSG00000118503	5023
ENSG00000118507	4394
ENSG00000118508	1217
ENSG00000118513	5486
ENSG00000118514	2868
ENSG00000118515	9992
ENSG00000118518	3508
ENSG00000118520	1965
ENSG00000118523	2339
ENSG00000118526	4551
ENSG00000118557	5691
ENSG00000118564	4573
ENSG00000118579	10982
ENSG00000118596	6424
ENSG00000118600	4534
ENSG00000118620	6845
ENSG00000118640	990
ENSG00000118655	3940
ENSG00000118680	1761
ENSG00000118689	7721
ENSG00000118690	3761
ENSG00000118705	2815
ENSG00000118707	3784
ENSG00000118729	2769
ENSG00000118762	5498
ENSG00000118777	4848
ENSG00000118785	2288
ENSG00000118804	4003
ENSG00000118816	3741
ENSG00000118849	2236
ENSG00000118855	5288
ENSG00000118873	10344
ENSG00000118894	3128
ENSG00000118898	7686
ENSG00000118900	8551
ENSG00000118922	11209
ENSG00000118939	1819
ENSG00000118946	8242
ENSG00000118960	9059
ENSG00000118961	4277
ENSG00000118965	7836
ENSG00000118971	7157
ENSG00000118985	7246
ENSG00000118997	21324
ENSG00000119004	2916
ENSG00000119013	1103
ENSG00000119041	7105
ENSG00000119042	10958
ENSG00000119048	3291
ENSG00000119121	9287
ENSG00000119125	7878
ENSG00000119138	5185
ENSG00000119139	7277
ENSG00000119147	1741
ENSG00000119185	6678
ENSG00000119203	3769
ENSG00000119227	3211
ENSG00000119231	7035
ENSG00000119242	6366
ENSG00000119280	5161
ENSG00000119285	9049
ENSG00000119314	7520
ENSG00000119318	4615
ENSG00000119321	11060
ENSG00000119326	3129
ENSG00000119328	2745
ENSG00000119333	2604
ENSG00000119335	4355
ENSG00000119383	5907
ENSG00000119392	3527
ENSG00000119396	4304
ENSG00000119397	9417
ENSG00000119401	3780
ENSG00000119402	11263
ENSG00000119403	6547
ENSG00000119408	4419
ENSG00000119411	2339
ENSG00000119414	4443
ENSG00000119421	1353
ENSG00000119431	2105
ENSG00000119440	562
ENSG00000119446	5193
ENSG00000119457	2502
ENSG00000119471	3455
ENSG00000119487	6741
ENSG00000119508	6314
ENSG00000119509	6241
ENSG00000119514	2824
ENSG00000119522	10254
ENSG00000119523	2980
ENSG00000119535	8426
ENSG00000119537	9287
ENSG00000119541	4315
ENSG00000119547	16234
ENSG00000119559	5111
ENSG00000119574	3418
ENSG00000119596	10749
ENSG00000119599	5581
ENSG00000119616	2818
ENSG00000119630	5962
ENSG00000119632	1662
ENSG00000119636	4620
ENSG00000119638	8021
ENSG00000119640	1841
ENSG00000119650	4172
ENSG00000119655	2749
ENSG00000119661	8885
ENSG00000119669	4147
ENSG00000119673	2388
ENSG00000119681	9310
ENSG00000119682	7308
ENSG00000119684	8363
ENSG00000119685	12255
ENSG00000119686	4910
ENSG00000119688	8769
ENSG00000119689	4550
ENSG00000119698	4974
ENSG00000119699	4914
ENSG00000119703	3248
ENSG00000119705	2615
ENSG00000119707	9375
ENSG00000119711	6680
ENSG00000119714	3278
ENSG00000119715	4084
ENSG00000119718	2669
ENSG00000119720	6777
ENSG00000119723	6682
ENSG00000119725	6461
